agent_id,previous_experience_months,sales_experience_months,customer_service_experience_months,certification_count,relevant_certification,assessment_score,communication_score,product_knowledge_score,sales_skill_score,customer_service_score,competency_level
AGT00901,28,0,1,2,1,79,49,61,44,54,Basic
AGT00902,7,5,7,2,1,56,51,34,70,63,Basic
AGT00903,45,18,7,1,0,57,43,34,54,70,Competent
AGT00904,52,40,40,0,0,76,82,97,62,78,Advanced
AGT00905,10,10,0,0,0,46,63,48,23,72,Basic
AGT00906,72,66,55,1,1,83,74,92,97,100,Advanced
AGT00907,46,26,3,3,1,57,65,38,49,56,Competent
AGT00908,5,0,0,0,0,51,70,36,30,41,Needs Improvement
AGT00909,10,0,5,0,0,66,89,70,66,48,Competent
AGT00910,18,0,18,3,0,38,63,50,57,25,Competent
AGT00911,6,0,3,3,0,64,55,61,41,68,Basic
AGT00912,72,40,24,4,0,76,78,64,78,61,Advanced
AGT00913,41,27,29,2,1,61,87,63,91,77,Competent
AGT00914,0,0,0,1,1,65,35,47,68,66,Competent
AGT00915,56,48,11,3,1,78,93,54,88,56,Advanced
AGT00916,88,50,34,5,1,76,70,90,79,62,Advanced
AGT00917,87,30,43,1,1,84,73,94,71,97,Competent
AGT00918,74,36,28,2,1,69,66,52,67,66,Advanced
AGT00919,39,33,23,2,1,85,82,59,81,66,Competent
AGT00920,9,0,0,0,0,39,33,40,24,30,Needs Improvement
AGT00921,11,0,11,0,0,55,58,63,46,56,Competent
AGT00922,17,8,0,0,0,32,63,51,33,69,Competent
AGT00923,9,7,2,3,0,68,69,69,63,68,Basic
AGT00924,7,0,7,1,1,51,64,55,53,57,Competent
AGT00925,15,0,4,2,0,67,59,58,49,77,Competent
AGT00926,84,68,37,4,1,91,92,100,95,96,Advanced
AGT00927,41,30,0,0,0,57,76,53,47,61,Competent
AGT00928,43,26,17,0,0,77,81,86,57,98,Competent
AGT00929,1,1,0,3,1,61,68,78,65,54,Competent
AGT00930,26,24,13,2,1,64,77,68,73,74,Basic
AGT00931,17,15,0,3,0,61,76,36,50,54,Needs Improvement
AGT00932,55,17,35,0,0,83,100,65,67,77,Advanced
AGT00933,75,64,40,2,1,71,91,65,68,71,Advanced
AGT00934,82,57,48,2,1,81,80,76,79,84,Advanced
AGT00935,23,8,23,1,0,55,57,50,64,93,Advanced
AGT00936,0,0,0,1,1,76,68,76,71,76,Advanced
AGT00937,0,0,0,0,0,42,50,63,50,54,Basic
AGT00938,54,2,13,1,1,57,70,75,61,50,Basic
AGT00939,42,35,22,2,1,70,66,64,59,72,Competent
AGT00940,34,11,20,0,0,74,88,55,73,57,Basic
AGT00941,64,33,16,1,0,53,50,67,71,73,Competent
AGT00942,71,32,11,1,1,53,54,92,79,78,Basic
AGT00943,40,19,13,1,1,72,68,66,57,63,Basic
AGT00944,49,24,34,1,1,59,67,78,84,93,Needs Improvement
AGT00945,33,15,17,2,1,73,53,61,47,82,Competent
AGT00946,27,27,21,0,0,71,54,51,53,60,Needs Improvement
AGT00947,66,48,52,1,0,65,59,73,64,74,Competent
AGT00948,0,0,0,0,0,36,36,33,14,26,Needs Improvement
AGT00949,51,25,39,2,0,67,61,70,61,63,Competent
AGT00950,0,0,0,2,1,29,22,35,24,13,Needs Improvement
AGT00951,0,0,0,0,0,35,48,50,19,38,Needs Improvement
AGT00952,53,17,46,3,0,47,82,72,60,66,Basic
AGT00953,34,18,29,0,0,67,87,54,44,46,Competent
AGT00954,0,0,0,1,1,62,55,39,71,55,Needs Improvement
AGT00955,0,0,0,0,0,58,61,54,53,65,Basic
AGT00956,39,39,27,1,1,75,77,73,78,74,Competent
AGT00957,30,9,3,2,1,59,66,50,57,23,Basic
AGT00958,77,29,57,3,1,100,92,84,91,82,Advanced
AGT00959,33,21,4,2,1,61,81,73,72,43,Competent
AGT00960,73,24,29,1,1,91,46,80,46,58,Advanced
AGT00961,39,25,1,2,1,78,78,94,93,91,Competent
AGT00962,32,22,32,1,0,73,70,45,77,34,Competent
AGT00963,15,0,0,1,0,56,55,37,47,40,Basic
AGT00964,15,0,10,0,0,54,53,56,55,69,Basic
AGT00965,30,4,29,3,1,58,49,62,21,53,Competent
AGT00966,0,0,0,0,0,53,61,46,29,37,Needs Improvement
AGT00967,50,14,34,1,1,60,53,52,63,84,Competent
AGT00968,3,0,0,0,0,55,37,50,65,57,Needs Improvement
AGT00969,85,41,69,2,1,59,85,76,81,85,Competent
AGT00970,30,17,25,2,1,68,71,44,59,68,Competent
AGT00971,43,13,16,1,1,61,61,89,80,60,Competent
AGT00972,27,0,26,0,0,60,53,60,69,76,Advanced
AGT00973,34,28,1,2,0,68,66,77,59,84,Advanced
AGT00974,32,0,14,2,0,66,86,59,90,46,Basic
AGT00975,12,0,12,2,1,44,36,59,35,51,Basic
AGT00976,15,0,0,2,0,46,36,53,30,49,Competent
AGT00977,38,29,31,1,1,72,69,82,67,67,Competent
AGT00978,20,11,10,0,0,76,61,55,46,68,Basic
AGT00979,0,0,0,2,1,52,45,68,39,49,Competent
AGT00980,80,29,15,1,1,59,77,46,75,88,Advanced
AGT00981,38,28,38,0,0,86,83,78,66,80,Advanced
AGT00982,27,0,0,2,1,38,53,49,43,62,Competent
AGT00983,31,0,8,0,0,65,74,50,61,47,Competent
AGT00984,49,49,11,2,1,80,76,93,43,57,Competent
AGT00985,14,0,0,0,0,49,69,88,44,54,Needs Improvement
AGT00986,35,26,24,5,1,68,56,40,63,83,Competent
AGT00987,6,0,0,2,1,39,39,51,34,35,Basic
AGT00988,65,34,37,2,1,68,52,73,63,54,Advanced
AGT00989,28,3,0,2,1,61,60,64,72,43,Basic
AGT00990,45,24,0,1,1,55,63,76,55,88,Advanced
AGT00991,59,15,24,0,0,72,56,86,53,68,Competent
AGT00992,89,51,51,3,1,91,81,78,69,84,Advanced
AGT00993,65,38,38,3,0,88,72,100,100,65,Advanced
AGT00994,99,47,50,3,1,79,65,85,95,87,Advanced
AGT00995,19,12,15,1,0,62,56,55,65,38,Competent
AGT00996,23,23,23,2,1,83,55,57,46,53,Competent
AGT00997,24,14,12,1,1,74,80,84,71,58,Competent
AGT00998,74,42,17,3,1,59,64,52,69,64,Competent
AGT00999,47,22,20,3,1,47,76,57,62,53,Basic
AGT01000,40,14,28,1,1,60,68,65,61,88,Basic
AGT01001,51,18,1,2,1,57,60,65,55,65,Competent
AGT01002,28,1,0,1,0,52,80,52,43,44,Basic
AGT01003,57,11,9,3,0,52,41,40,41,68,Basic
AGT01004,15,15,9,2,1,73,87,82,83,61,Competent
AGT01005,25,13,0,2,1,57,85,56,70,52,Competent
AGT01006,28,0,22,0,0,58,78,90,58,75,Competent
AGT01007,8,0,0,2,1,76,68,71,69,36,Advanced
AGT01008,42,19,0,1,0,69,78,74,61,64,Competent
AGT01009,40,15,18,3,0,62,69,76,95,59,Advanced
AGT01010,51,29,21,1,1,69,60,82,76,56,Competent
AGT01011,48,17,0,2,1,29,48,57,58,71,Competent
AGT01012,52,21,25,2,1,67,73,77,75,68,Competent
AGT01013,12,0,0,1,1,50,49,71,48,66,Basic
AGT01014,0,0,0,3,0,51,62,78,58,47,Advanced
AGT01015,27,5,3,2,1,41,45,48,56,54,Needs Improvement
AGT01016,0,0,0,0,0,41,54,62,38,47,Needs Improvement
AGT01017,20,0,20,3,1,63,48,61,64,58,Basic
AGT01018,44,10,20,0,0,59,63,65,67,77,Needs Improvement
AGT01019,30,0,0,1,0,51,48,59,29,67,Needs Improvement
AGT01020,6,6,6,1,0,88,57,39,54,59,Basic
AGT01021,15,0,10,1,1,64,67,61,66,51,Basic
AGT01022,63,43,41,3,1,67,81,77,43,59,Basic
AGT01023,45,18,14,3,1,64,74,55,43,76,Advanced
AGT01024,29,6,26,1,1,74,77,79,62,81,Basic
AGT01025,0,0,0,1,1,46,42,44,43,47,Needs Improvement
AGT01026,23,0,23,0,0,72,57,55,61,39,Basic
AGT01027,0,0,0,0,0,27,53,53,55,48,Basic
AGT01028,6,1,5,3,1,72,59,70,59,75,Competent
AGT01029,15,15,3,3,1,67,75,66,55,61,Advanced
AGT01030,56,11,37,5,1,84,90,84,54,96,Advanced
AGT01031,52,48,28,2,1,77,67,74,71,57,Competent
AGT01032,44,30,39,1,1,63,59,41,72,73,Competent
AGT01033,0,0,0,2,1,64,53,52,62,42,Competent
AGT01034,46,24,17,1,1,77,52,42,69,78,Advanced
AGT01035,39,23,5,2,1,69,54,65,62,62,Competent
AGT01036,39,0,0,1,1,64,81,73,73,81,Competent
AGT01037,52,40,35,3,0,74,62,82,74,77,Competent
AGT01038,17,0,0,1,0,33,75,62,69,49,Basic
AGT01039,31,1,31,0,0,58,68,81,57,63,Advanced
AGT01040,42,11,7,0,0,67,97,47,65,63,Competent
AGT01041,34,5,6,0,0,40,47,51,43,45,Needs Improvement
AGT01042,47,20,40,1,1,82,73,51,80,88,Competent
AGT01043,28,23,0,2,0,59,61,63,56,81,Competent
AGT01044,23,0,23,2,0,59,58,83,55,44,Needs Improvement
AGT01045,18,0,0,0,0,48,73,68,28,53,Basic
AGT01046,6,6,0,1,0,62,62,62,57,52,Competent
AGT01047,28,17,13,4,0,50,72,54,70,46,Basic
AGT01048,50,14,33,5,1,73,55,53,76,72,Competent
AGT01049,27,2,5,0,0,51,63,55,58,68,Advanced
AGT01050,64,43,40,1,1,76,58,79,78,78,Advanced
AGT01051,23,2,4,0,0,54,37,55,54,64,Needs Improvement
AGT01052,9,4,9,1,1,59,66,39,64,49,Needs Improvement
AGT01053,16,16,13,3,1,48,69,63,69,62,Basic
AGT01054,78,48,75,1,0,92,90,58,80,79,Advanced
AGT01055,0,0,0,0,0,44,60,59,42,49,Basic
AGT01056,39,31,6,4,1,84,90,65,77,77,Competent
AGT01057,25,9,25,2,1,57,84,46,57,74,Competent
AGT01058,30,12,8,0,0,78,55,75,45,79,Basic
AGT01059,20,10,20,1,0,64,84,69,46,70,Competent
AGT01060,33,19,17,2,1,59,92,68,67,54,Competent
AGT01061,48,6,30,1,1,56,59,88,68,44,Competent
AGT01062,63,51,29,1,1,98,60,82,79,81,Advanced
AGT01063,65,11,28,0,0,62,44,49,88,76,Needs Improvement
AGT01064,56,32,28,5,1,86,71,78,62,72,Advanced
AGT01065,12,0,12,2,1,44,83,51,57,36,Basic
AGT01066,29,16,16,1,1,55,65,77,75,85,Competent
AGT01067,13,0,7,1,1,42,47,55,60,56,Basic
AGT01068,47,35,0,3,1,70,61,70,75,65,Competent
AGT01069,96,47,48,5,1,79,64,55,91,63,Advanced
AGT01070,13,13,9,0,0,57,75,61,59,59,Competent
AGT01071,42,10,17,1,0,56,62,58,77,67,Competent
AGT01072,11,0,6,1,0,40,79,38,62,56,Basic
AGT01073,0,0,0,1,1,57,70,56,45,49,Advanced
AGT01074,12,0,0,1,0,51,59,52,46,44,Needs Improvement
AGT01075,35,20,19,2,1,37,53,53,33,45,Needs Improvement
AGT01076,19,11,0,1,1,68,54,45,80,81,Competent
AGT01077,56,42,40,3,0,92,68,69,79,86,Advanced
AGT01078,55,52,42,3,1,97,77,80,100,82,Basic
AGT01079,0,0,0,0,0,50,70,58,51,40,Needs Improvement
AGT01080,78,39,47,2,1,89,75,75,55,80,Advanced
AGT01081,26,2,26,2,0,56,79,58,92,58,Competent
AGT01082,7,0,7,2,1,60,65,54,58,53,Basic
AGT01083,43,24,19,1,1,58,66,66,53,51,Competent
AGT01084,22,7,19,0,0,46,52,74,73,49,Basic
AGT01085,24,20,21,3,0,62,70,66,86,64,Competent
AGT01086,35,26,9,0,0,45,58,76,55,53,Basic
AGT01087,0,0,0,0,0,44,62,63,43,76,Basic
AGT01088,0,0,0,2,0,52,41,67,45,52,Needs Improvement
AGT01089,46,9,33,1,1,87,79,85,52,54,Competent
AGT01090,42,39,13,1,1,59,82,79,52,39,Advanced
AGT01091,40,14,0,2,1,63,62,41,75,58,Basic
AGT01092,18,13,0,0,0,66,75,69,58,54,Basic
AGT01093,63,18,41,1,1,69,80,84,58,86,Competent
AGT01094,19,10,2,0,0,47,90,81,56,64,Basic
AGT01095,50,21,17,2,0,68,63,45,67,31,Competent
AGT01096,34,24,34,1,1,68,86,81,49,61,Advanced
AGT01097,85,64,31,3,1,95,80,76,85,68,Advanced
AGT01098,28,28,15,1,1,73,61,89,96,70,Competent
AGT01099,86,34,39,0,0,66,60,52,96,59,Basic
AGT01100,65,27,40,3,1,81,93,62,81,76,Competent
AGT01101,34,15,34,1,1,96,64,48,87,57,Basic
AGT01102,33,33,2,0,0,84,80,68,84,65,Advanced
AGT01103,56,42,34,1,0,65,76,96,68,72,Advanced
AGT01104,59,28,39,3,1,62,81,65,78,85,Competent
AGT01105,7,0,0,1,0,49,48,52,68,52,Basic
AGT01106,45,16,22,0,0,70,63,74,52,58,Competent
AGT01107,17,4,0,0,0,55,56,47,52,65,Basic
AGT01108,16,0,3,1,0,58,54,59,54,50,Competent
AGT01109,33,24,31,0,0,64,63,78,75,83,Basic
AGT01110,32,29,26,2,1,77,97,58,70,62,Competent
AGT01111,64,39,26,3,1,80,70,73,80,76,Competent
AGT01112,46,14,27,1,1,59,50,68,61,50,Competent
AGT01113,36,4,17,2,0,49,51,63,60,54,Needs Improvement
AGT01114,39,24,15,2,0,70,78,76,64,68,Advanced
AGT01115,37,36,0,2,1,72,40,66,61,54,Competent
AGT01116,45,27,16,2,0,56,80,66,52,55,Advanced
AGT01117,41,38,28,3,1,76,65,81,68,76,Competent
AGT01118,20,2,0,1,0,53,65,50,58,46,Basic
AGT01119,22,4,7,0,0,51,60,56,54,45,Competent
AGT01120,0,0,0,1,1,48,79,50,59,54,Competent
AGT01121,45,25,28,0,0,84,71,48,71,65,Competent
AGT01122,33,0,15,0,0,47,57,66,72,59,Needs Improvement
AGT01123,27,0,0,2,1,52,54,68,43,59,Needs Improvement
AGT01124,35,11,15,0,0,58,64,50,47,66,Competent
AGT01125,31,5,9,1,1,62,65,65,70,56,Advanced
AGT01126,35,30,17,2,1,50,68,50,60,45,Needs Improvement
AGT01127,65,51,36,3,0,72,83,64,79,71,Advanced
AGT01128,35,30,3,4,1,48,47,87,69,65,Basic
AGT01129,12,6,0,2,1,71,58,46,64,58,Advanced
AGT01130,0,0,0,0,0,26,51,25,22,34,Competent
AGT01131,24,0,1,0,0,46,48,56,66,42,Basic
AGT01132,13,3,4,0,0,78,70,62,51,64,Competent
AGT01133,17,0,0,2,1,46,59,64,72,50,Competent
AGT01134,46,17,25,3,1,83,76,99,58,83,Competent
AGT01135,17,0,1,0,0,69,78,49,60,68,Competent
AGT01136,36,24,36,0,0,88,57,65,72,70,Basic
AGT01137,54,28,12,1,0,51,58,82,38,72,Competent
AGT01138,50,27,13,1,0,56,80,74,70,62,Advanced
AGT01139,38,8,38,0,0,64,86,71,35,65,Competent
AGT01140,66,33,30,1,0,79,92,53,58,36,Advanced
AGT01141,61,41,22,5,1,77,83,91,93,65,Advanced
AGT01142,38,0,4,1,1,27,47,51,28,28,Needs Improvement
AGT01143,0,0,0,1,0,40,55,45,27,37,Needs Improvement
AGT01144,24,18,15,0,0,61,75,49,64,57,Competent
AGT01145,23,0,6,2,1,68,69,63,55,62,Competent
AGT01146,51,30,20,1,1,63,83,89,64,71,Competent
AGT01147,55,47,44,0,0,63,75,51,84,59,Competent
AGT01148,20,0,11,3,0,59,67,47,40,65,Competent
AGT01149,82,45,52,3,1,87,64,62,68,95,Advanced
AGT01150,55,18,35,1,0,73,71,65,81,68,Competent
AGT01151,39,38,11,2,1,64,61,62,50,54,Competent
AGT01152,33,22,29,4,1,65,60,82,92,62,Competent
AGT01153,43,21,33,5,1,82,48,69,61,66,Advanced
AGT01154,16,16,3,2,1,56,54,57,65,48,Basic
AGT01155,33,29,33,5,1,81,69,71,79,48,Competent
AGT01156,18,0,18,1,0,64,67,70,57,44,Basic
AGT01157,78,25,32,2,1,63,72,39,55,74,Advanced
AGT01158,55,44,37,1,0,68,82,88,77,91,Competent
AGT01159,0,0,0,0,0,11,37,28,42,56,Needs Improvement
AGT01160,0,0,0,2,1,55,40,42,32,49,Basic
AGT01161,5,0,0,3,1,47,64,55,32,36,Basic
AGT01162,33,0,12,1,1,59,60,57,72,52,Competent
AGT01163,35,32,6,1,1,47,57,65,50,39,Competent
AGT01164,12,0,0,1,1,34,48,49,47,27,Needs Improvement
AGT01165,0,0,0,0,0,59,46,48,46,53,Basic
AGT01166,19,0,9,0,0,66,50,73,47,59,Basic
AGT01167,63,28,54,1,0,88,83,92,100,100,Advanced
AGT01168,55,28,39,2,1,91,80,81,78,78,Advanced
AGT01169,5,5,0,1,1,58,69,66,50,39,Basic
AGT01170,1,1,1,3,0,56,66,49,51,54,Basic
AGT01171,26,8,0,0,0,64,72,79,41,45,Basic
AGT01172,4,0,0,2,0,33,60,30,31,36,Needs Improvement
AGT01173,45,13,12,4,1,72,87,61,52,63,Competent
AGT01174,11,0,0,3,1,52,62,48,68,35,Needs Improvement
AGT01175,42,42,34,2,1,61,71,56,71,63,Basic
AGT01176,0,0,0,2,1,54,43,41,38,52,Advanced
AGT01177,30,30,10,1,0,55,67,44,66,70,Competent
AGT01178,36,33,14,3,1,63,59,78,44,65,Competent
AGT01179,49,3,29,0,0,79,51,49,79,78,Competent
AGT01180,45,15,22,5,0,79,87,78,80,60,Advanced
AGT01181,0,0,0,1,0,56,37,58,72,43,Needs Improvement
AGT01182,20,16,19,3,1,38,79,64,81,85,Basic
AGT01183,1,0,0,0,0,56,46,61,55,35,Basic
AGT01184,53,53,29,5,1,72,85,65,86,63,Advanced
AGT01185,42,5,18,3,1,62,80,47,51,74,Competent
AGT01186,0,0,0,1,0,50,58,34,39,44,Needs Improvement
AGT01187,6,6,0,3,0,60,77,67,55,53,Basic
AGT01188,24,14,21,1,1,73,69,72,80,61,Competent
AGT01189,36,23,8,0,0,68,98,70,57,67,Competent
AGT01190,3,0,0,1,0,74,73,55,45,71,Competent
AGT01191,35,31,21,1,1,89,70,72,80,86,Advanced
AGT01192,35,31,10,1,0,80,76,66,80,69,Advanced
AGT01193,26,12,20,0,0,63,61,36,48,72,Advanced
AGT01194,24,24,4,1,0,82,69,69,76,70,Competent
AGT01195,67,64,34,2,1,96,64,85,100,90,Advanced
AGT01196,88,68,66,1,1,86,89,80,100,71,Advanced
AGT01197,0,0,0,0,0,55,36,73,50,69,Competent
AGT01198,8,0,0,2,1,52,25,40,48,53,Basic
AGT01199,78,40,31,2,1,99,76,66,98,42,Advanced
AGT01200,1,0,1,1,1,58,45,53,48,69,Basic
AGT01201,0,0,0,1,1,39,41,52,56,47,Basic
AGT01202,41,7,20,0,0,77,23,32,77,52,Needs Improvement
AGT01203,33,7,23,1,0,49,59,73,73,58,Basic
AGT01204,48,5,18,3,1,66,62,63,46,65,Competent
AGT01205,25,0,0,1,1,47,51,28,37,42,Basic
AGT01206,10,0,0,4,1,70,63,53,48,46,Competent
AGT01207,24,0,18,1,0,55,75,44,59,48,Basic
AGT01208,18,0,8,1,1,43,62,47,55,48,Basic
AGT01209,94,58,48,0,0,89,100,64,100,78,Advanced
AGT01210,26,0,13,1,0,59,81,69,66,73,Competent
AGT01211,48,34,23,1,1,71,62,92,67,73,Competent
AGT01212,19,12,0,2,1,53,65,60,41,59,Competent
AGT01213,39,8,15,3,1,53,75,31,71,66,Competent
AGT01214,0,0,0,1,1,55,53,58,51,51,Basic
AGT01215,0,0,0,0,0,31,29,35,13,23,Basic
AGT01216,11,0,0,0,0,35,58,34,44,68,Basic
AGT01217,0,0,0,0,0,24,29,49,28,54,Basic
AGT01218,7,0,0,0,0,36,29,52,30,58,Needs Improvement
AGT01219,46,18,6,0,0,51,45,42,48,61,Basic
AGT01220,75,52,30,3,0,86,84,52,67,68,Competent
AGT01221,55,34,28,1,1,66,67,34,56,33,Competent
AGT01222,57,13,32,4,1,93,90,64,64,59,Basic
AGT01223,8,8,8,2,0,76,58,63,54,71,Competent
AGT01224,12,12,9,0,0,96,61,61,55,66,Competent
AGT01225,17,10,0,0,0,78,62,44,44,46,Basic
AGT01226,30,22,17,1,0,53,61,73,55,35,Basic
AGT01227,28,20,2,1,0,52,65,74,75,66,Basic
AGT01228,17,0,8,5,1,54,37,58,55,42,Competent
AGT01229,52,32,14,0,0,74,74,77,82,57,Competent
AGT01230,15,8,15,1,0,69,89,58,87,76,Basic
AGT01231,11,10,0,1,0,61,47,42,62,42,Basic
AGT01232,35,0,16,0,0,45,66,44,52,39,Basic
AGT01233,0,0,0,1,0,40,52,43,55,51,Needs Improvement
AGT01234,47,45,11,0,0,58,45,35,70,71,Basic
AGT01235,28,8,18,0,0,64,58,57,63,59,Basic
AGT01236,24,0,16,1,1,59,46,68,50,71,Competent
AGT01237,50,11,39,0,0,58,61,72,47,48,Competent
AGT01238,55,33,27,1,1,67,76,73,78,49,Competent
AGT01239,59,22,50,1,1,75,93,68,66,51,Advanced
AGT01240,40,30,26,2,1,80,63,94,95,56,Competent
AGT01241,76,55,54,1,1,89,72,59,88,80,Advanced
AGT01242,0,0,0,1,1,41,44,39,40,38,Needs Improvement
AGT01243,68,55,46,3,1,74,67,91,96,62,Advanced
AGT01244,24,15,0,3,0,58,61,57,24,59,Basic
AGT01245,60,48,19,5,1,79,75,62,97,80,Competent
AGT01246,37,18,20,3,1,55,44,69,45,74,Competent
AGT01247,7,7,0,0,0,69,61,52,61,66,Competent
AGT01248,0,0,0,2,1,56,32,34,45,32,Needs Improvement
AGT01249,42,20,25,2,1,54,63,48,72,63,Competent
AGT01250,2,0,0,0,0,55,65,51,38,51,Needs Improvement
AGT01251,70,38,24,1,1,53,80,72,46,64,Advanced
AGT01252,60,57,31,0,0,91,82,94,76,78,Advanced
AGT01253,0,0,0,2,0,44,51,50,47,37,Advanced
AGT01254,53,43,22,1,0,75,69,60,42,56,Competent
AGT01255,9,6,0,0,0,44,65,73,52,57,Competent
AGT01256,24,0,0,0,0,53,64,68,39,71,Competent
AGT01257,34,28,34,0,0,65,72,70,77,83,Competent
AGT01258,59,9,13,1,1,60,67,40,56,68,Competent
AGT01259,49,20,49,1,1,100,67,66,100,81,Advanced
AGT01260,14,4,0,0,0,55,51,43,51,54,Basic
AGT01261,52,38,30,0,0,94,83,70,78,54,Advanced
AGT01262,12,12,12,2,1,60,76,55,58,51,Basic
AGT01263,52,36,40,0,0,86,74,89,51,61,Competent
AGT01264,50,23,10,2,1,42,78,37,54,63,Basic
AGT01265,20,0,14,0,0,59,71,45,67,71,Needs Improvement
AGT01266,35,12,17,0,0,56,61,63,66,68,Competent
AGT01267,0,0,0,0,0,65,42,60,46,66,Competent
AGT01268,43,1,30,2,0,72,89,33,47,69,Basic
AGT01269,37,31,37,2,0,52,81,44,76,57,Advanced
AGT01270,27,8,21,0,0,58,93,63,70,66,Needs Improvement
AGT01271,80,59,51,1,1,73,100,92,91,69,Advanced
AGT01272,53,50,41,1,1,89,64,99,75,84,Advanced
AGT01273,19,0,0,3,1,64,46,52,34,51,Basic
AGT01274,31,24,21,1,1,64,34,62,71,63,Competent
AGT01275,0,0,0,2,1,49,70,45,52,62,Basic
AGT01276,10,0,0,2,1,69,73,69,75,50,Basic
AGT01277,35,10,34,0,0,44,60,75,54,69,Basic
AGT01278,24,21,21,1,1,87,66,92,76,60,Advanced
AGT01279,23,8,3,3,1,70,68,64,68,66,Basic
AGT01280,18,18,18,0,0,57,65,48,51,58,Advanced
AGT01281,85,29,32,1,0,81,86,72,66,83,Competent
AGT01282,0,0,0,0,0,35,47,59,35,23,Needs Improvement
AGT01283,0,0,0,0,0,40,53,38,27,23,Basic
AGT01284,69,48,34,2,1,60,71,45,69,79,Competent
AGT01285,18,12,0,1,1,68,80,57,83,55,Advanced
AGT01286,53,29,29,1,1,74,75,60,76,63,Advanced
AGT01287,0,0,0,1,0,48,37,25,48,39,Needs Improvement
AGT01288,49,11,37,3,1,67,81,64,78,73,Advanced
AGT01289,63,58,35,0,0,87,100,86,75,84,Competent
AGT01290,28,28,28,0,0,81,79,93,99,72,Competent
AGT01291,29,20,29,2,1,65,70,45,57,49,Competent
AGT01292,26,0,0,0,0,46,81,67,78,61,Competent
AGT01293,13,6,0,1,1,64,41,70,79,44,Competent
AGT01294,0,0,0,1,0,20,59,49,16,32,Needs Improvement
AGT01295,25,14,2,0,0,68,62,50,80,45,Basic
AGT01296,58,50,33,1,1,70,87,55,69,68,Advanced
AGT01297,6,0,0,0,0,37,51,48,35,58,Basic
AGT01298,16,0,0,1,1,55,43,56,58,56,Needs Improvement
AGT01299,0,0,0,0,0,41,47,43,34,43,Needs Improvement
AGT01300,13,1,0,1,1,54,68,69,54,52,Competent
AGT01301,41,9,18,0,0,63,63,56,48,63,Basic
AGT01302,25,0,0,1,1,29,37,18,39,41,Needs Improvement
AGT01303,59,43,21,3,0,82,64,64,85,69,Advanced
AGT01304,63,48,29,2,0,74,80,74,76,56,Advanced
AGT01305,81,50,28,3,1,64,83,63,57,61,Competent
AGT01306,0,0,0,2,1,43,15,43,40,16,Needs Improvement
AGT01307,19,0,2,4,1,62,89,71,31,57,Advanced
AGT01308,67,37,15,2,1,83,80,58,65,58,Competent
AGT01309,0,0,0,0,0,23,44,30,25,48,Needs Improvement
AGT01310,15,11,0,0,0,45,56,78,65,27,Basic
AGT01311,0,0,0,0,0,49,53,25,51,68,Needs Improvement
AGT01312,58,20,49,2,1,82,75,68,75,51,Advanced
AGT01313,13,5,0,0,0,56,46,71,52,39,Needs Improvement
AGT01314,41,19,21,1,1,36,59,80,55,68,Basic
AGT01315,61,31,22,0,0,77,85,75,85,74,Advanced
AGT01316,82,66,47,2,0,94,65,86,76,77,Advanced
AGT01317,23,17,0,1,1,57,68,46,63,68,Basic
AGT01318,25,25,11,1,0,76,64,82,63,54,Basic
AGT01319,21,0,0,0,0,48,39,32,50,41,Basic
AGT01320,68,44,33,1,1,71,100,57,68,69,Competent
AGT01321,0,0,0,4,1,64,46,59,63,46,Competent
AGT01322,13,0,0,1,0,43,46,50,69,31,Basic
AGT01323,33,6,30,0,0,61,63,63,70,62,Basic
AGT01324,13,0,1,0,0,40,40,53,44,44,Needs Improvement
AGT01325,51,24,37,2,0,58,67,86,58,78,Competent
AGT01326,54,52,46,1,1,77,77,75,100,57,Competent
AGT01327,46,46,28,1,1,78,71,56,55,57,Advanced
AGT01328,0,0,0,1,1,53,48,55,53,59,Needs Improvement
AGT01329,15,11,0,1,1,67,55,49,62,61,Competent
AGT01330,40,31,36,2,0,56,80,80,68,76,Competent
AGT01331,0,0,0,0,0,26,45,45,41,48,Basic
AGT01332,8,0,8,0,0,50,48,57,41,56,Basic
AGT01333,14,14,9,0,0,73,92,46,74,90,Advanced
AGT01334,28,28,28,1,1,61,66,34,68,65,Advanced
AGT01335,39,34,17,2,1,85,82,45,98,52,Advanced
AGT01336,62,32,56,0,0,87,98,100,93,89,Advanced
AGT01337,35,29,35,3,1,73,85,50,72,60,Competent
AGT01338,52,39,13,2,1,79,80,76,76,65,Competent
AGT01339,65,58,43,3,0,98,92,77,100,92,Advanced
AGT01340,0,0,0,1,0,83,62,56,44,47,Competent
AGT01341,8,0,0,1,1,43,54,53,48,46,Basic
AGT01342,52,29,32,0,0,62,43,86,43,72,Basic
AGT01343,69,35,28,2,0,59,78,73,73,59,Advanced
AGT01344,34,0,9,1,1,69,63,61,63,67,Competent
AGT01345,0,0,0,0,0,56,65,69,36,38,Needs Improvement
AGT01346,72,45,26,2,1,87,87,74,100,71,Advanced
AGT01347,41,6,34,1,1,58,76,78,53,88,Advanced
AGT01348,19,18,0,1,1,65,41,66,49,34,Needs Improvement
AGT01349,58,40,37,1,0,77,60,81,73,71,Competent
AGT01350,11,3,11,2,0,73,34,58,76,81,Advanced
AGT01351,26,2,24,4,1,58,61,53,45,59,Competent
AGT01352,49,30,22,3,1,74,61,55,71,82,Competent
